STRUCTURE_NUMBER_008,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
6.222E+13,30130891,102252299,1,5,1,N,N,N,7,7,6,N,N,5,6
6.222E+13,30164949,102262959,1,5,1,7,7,6,7,N,6,7,N,5,6
6.222E+13,30142837,102262922,1,5,3,N,N,N,6,7,6,N,N,5,6
6.22201E+13,30273838,101493079,1,5,1,7,6,6,6,N,6,4,N,5,6
6.22201E+13,30251425,101515849,1,5,1,7,7,6,6,N,6,5,N,5,6
6.22201E+13,30152415,102003186,1,5,1,7,7,6,6,N,6,6,N,5,6
6.22201E+13,30094726,102034756,1,5,1,7,7,6,6,N,6,6,N,5,6
6.22201E+13,30044853,102055737,1,5,1,N,N,N,8,7,6,9,N,5,6
6.22201E+13,30043536,102060447,1,5,1,N,N,N,8,6,6,9,N,5,6
6.22202E+13,30232644,102135832,1,5,1,6,6,5,6,N,5,5,N,5,6
6.22202E+13,30234031,102114106,1,5,1,N,N,N,6,6,6,N,N,5,6
6.22202E+13,30240101,102103853,1,5,1,N,N,N,7,7,6,7,N,5,6
6.22202E+13,30253770,102083034,1,5,1,N,N,N,6,6,6,7,N,5,6
6.22202E+13,30311742,102031981,1,5,1,N,N,N,7,6,6,7,N,5,6
6.22202E+13,30341638,101581773,1,5,1,7,6,6,6,N,6,6,N,5,6
6.22202E+13,30351752,101560701,1,5,1,N,N,N,6,6,6,7,N,5,6
6.22203E+13,30265422,102193995,1,5,1,N,N,N,6,7,6,N,N,5,6
6.22203E+13,30242682,102181349,1,5,5,7,8,7,7,N,7,6,N,5,9
6.231E+13,31073736,102150636,1,5,1,N,N,N,8,5,5,6,N,5,6
6.231E+13,31085599,102103905,1,5,1,N,N,N,7,6,6,7,N,5,6
6.231E+13,31091029,102053826,1,5,1,N,N,N,8,7,6,8,N,5,6
6.231E+13,31090621,102050121,1,5,1,N,N,N,7,7,6,8,N,5,6
6.231E+13,31100292,102022176,1,5,1,N,N,N,7,6,6,8,N,5,6
6.231E+13,31104483,102010563,1,5,1,7,7,6,7,N,6,7,N,5,6
6.231E+13,31105835,102004106,1,5,1,7,7,6,7,N,6,7,N,5,6
6.231E+13,31124527,101572660,1,5,1,7,7,7,7,N,6,6,N,5,6
6.231E+13,31090546,102100880,1,5,1,N,N,N,7,6,6,8,N,5,6
6.231E+13,31134459,101553050,1,5,1,7,6,5,8,N,5,9,N,5,9
6.231E+13,31140212,101522525,1,5,1,6,5,5,8,N,5,9,N,5,9
6.231E+13,31135487,101512504,1,5,1,N,N,N,7,6,6,N,N,5,6
6.231E+13,31110671,102173249,1,5,1,N,N,N,8,7,6,N,N,5,6
6.231E+13,31110155,102172425,1,5,1,N,N,N,8,7,6,N,N,5,6
6.231E+13,31104227,102165340,1,5,1,N,N,N,6,7,6,N,N,5,6
6.231E+13,31101506,102160989,1,5,1,N,N,N,7,7,6,N,N,5,6
6.231E+13,31095353,102153598,1,5,1,N,N,N,7,7,6,N,N,5,6
6.231E+13,31092947,102145703,1,5,1,N,N,N,8,7,6,6,N,5,6
6.231E+13,31090521,102141845,1,5,1,N,N,N,7,7,6,N,N,5,6
6.231E+13,31084462,102134724,1,5,1,N,N,N,7,6,6,6,N,5,6
6.231E+13,31065180,102124385,1,5,1,N,N,N,7,7,6,7,N,5,6
6.231E+13,31055148,102120017,1,5,1,N,N,N,7,5,5,6,N,5,6
6.231E+13,31054888,102115828,1,5,1,N,N,N,8,6,6,6,N,5,6
6.23101E+13,31091562,102001164,1,5,1,N,N,N,7,7,7,7,N,5,6
6.23101E+13,31084045,102001717,1,5,1,N,N,N,7,7,7,9,N,5,6
6.23101E+13,31063416,102003794,1,5,1,N,N,N,7,7,7,7,N,5,6
6.23101E+13,31055306,102003843,1,5,1,N,N,N,7,7,7,7,N,5,6
6.23101E+13,31053398,102003688,1,5,1,N,N,N,8,7,7,7,N,5,6
6.23101E+13,31052122,102003591,1,5,1,N,N,N,7,7,7,7,N,5,6
6.23101E+13,31242245,102184416,1,5,1,N,N,N,7,6,6,N,N,5,6
6.23101E+13,31244643,102153662,1,5,1,N,N,N,7,6,6,5,N,5,6
6.23101E+13,31244822,102152866,1,5,1,N,N,N,8,6,6,5,N,5,6
6.23101E+13,31164445,102022226,1,5,1,N,N,N,8,7,6,4,N,5,6
6.23101E+13,31154744,102013122,1,5,1,N,N,N,6,7,6,6,N,5,6
6.23101E+13,31141314,102000066,1,5,1,N,N,N,6,6,6,6,N,5,6
6.23101E+13,31131075,101573382,1,5,1,N,N,N,6,6,6,6,N,5,6
6.23101E+13,31251016,102101537,1,5,1,N,N,N,7,6,6,8,N,5,6
6.23101E+13,31243793,102094914,1,5,1,N,N,N,8,6,6,7,N,5,6
6.23101E+13,31223194,102084994,1,5,1,N,N,N,7,7,6,7,N,5,6
6.238E+13,31262219,103272892,1,9,1,5,5,5,7,N,5,6,N,5,6
6.238E+13,31265239,103254060,1,5,1,5,5,5,7,N,5,6,N,5,6
6.238E+13,31265519,103252989,1,5,1,5,5,5,7,N,5,6,N,5,6
6.238E+13,31261261,103280327,1,5,3,5,6,5,6,N,5,5,N,5,6
6.238E+13,31275014,103221320,1,5,1,N,N,N,7,5,5,6,N,5,6
6.238E+13,31262727,103271074,1,9,5,5,7,7,8,N,7,7,N,5,8
6.238E+13,31283595,103192549,1,5,1,N,N,N,6,7,6,9,N,5,6
6.238E+13,31284154,103190521,1,5,1,N,N,N,7,7,6,9,N,5,6
6.238E+13,31284606,103184887,1,5,1,N,N,N,7,7,6,9,N,5,6
6.238E+13,31284834,103184037,1,5,1,N,N,N,8,6,6,9,N,5,6
6.238E+13,31253681,103232154,1,5,5,8,7,6,6,N,6,7,N,5,9
6.238E+13,31253629,103232107,1,5,5,8,7,6,7,N,6,7,N,5,9
6.238E+13,31254472,103231356,1,9,1,N,N,N,8,6,6,7,N,5,9
6.238E+13,31254321,103231388,1,9,1,N,N,N,8,6,6,7,N,5,9
6.238E+13,31254930,103230892,1,9,1,N,N,N,8,6,6,7,N,5,9
6.238E+13,31254760,103230920,1,9,1,N,N,N,8,6,6,7,N,5,9
6.238E+13,31255563,103230229,1,9,1,N,N,N,8,6,6,6,N,5,9
6.238E+13,31255351,103230323,1,9,1,N,N,N,8,6,6,7,N,5,9
6.238E+13,31260172,103225578,1,9,1,N,N,N,8,6,6,6,N,5,9
6.238E+13,31255966,103225678,1,9,1,N,N,N,8,6,5,7,N,5,9
6.238E+13,31260787,103224933,1,9,1,N,N,N,7,6,6,6,N,5,9
6.238E+13,31260578,103225041,1,9,1,N,N,N,8,6,5,7,N,5,9
6.238E+13,31261392,103224310,1,9,1,N,N,N,7,6,6,6,N,5,9
6.238E+13,31261183,103224400,1,9,1,N,N,N,7,5,5,7,N,5,9
6.238E+13,31262810,103222719,1,1,5,7,6,7,N,N,6,5,5,5,N
6.238E+13,31265222,103220264,1,5,1,N,N,N,6,7,7,N,N,5,9
6.238E+13,31273912,103211260,1,5,1,N,N,N,8,6,6,9,N,5,9
6.238E+13,31280754,103203142,1,5,1,N,N,N,6,6,6,N,N,5,9
6.238E+13,31281773,103201388,1,1,4,6,6,5,N,N,5,4,4,5,N
6.238E+13,31284015,103190494,1,5,1,N,N,N,7,6,6,N,N,5,9
6.238E+13,31284717,103183964,1,5,1,N,N,N,7,5,5,N,N,5,9
6.238E+13,31295892,103142099,1,1,5,7,7,5,N,N,5,7,5,5,N
6.238E+13,31295781,103142221,1,1,5,7,7,5,N,N,5,7,5,5,N
6.238E+13,31314891,103071043,1,1,5,5,6,5,N,N,5,5,2,5,N
6.238E+13,31323997,103030373,1,1,5,6,5,5,N,N,5,5,3,5,N
6.238E+13,31333933,102594951,1,1,5,7,7,5,N,N,5,5,7,5,N
6.238E+13,31333871,102594928,1,1,5,7,6,6,N,N,6,5,6,5,N
6.238E+13,31341975,102572142,1,1,5,6,6,6,N,N,6,6,4,5,N
6.238E+13,31343038,102533077,1,1,5,7,7,6,N,N,6,5,3,5,N
6.238E+13,31342968,102533082,1,1,5,7,7,6,N,N,6,5,3,5,N
6.238E+13,31362303,102504427,1,1,5,7,7,6,N,N,6,5,5,5,N
6.238E+13,31362183,102504472,1,1,5,7,7,6,N,N,6,5,5,5,N
6.238E+13,31342181,102543516,1,1,5,6,6,6,N,N,6,4,4,5,N
6.238E+13,31342294,102540140,1,5,1,N,N,N,6,6,5,N,N,5,9
6.238E+13,31365857,102484010,1,1,5,5,7,7,N,N,7,8,9,5,N
6.238E+13,31365728,102484166,1,1,5,6,8,7,N,N,7,8,9,5,N
6.238E+13,31181983,102523825,1,5,5,6,7,7,7,N,7,5,N,5,8
6.238E+13,31334356,102542117,1,5,1,N,N,N,7,6,5,N,N,5,7
6.23801E+13,31323915,103284572,1,5,4,6,6,5,7,N,5,3,N,5,6
6.23801E+13,31291951,103251259,1,5,1,N,N,N,8,7,6,4,N,5,6
6.23801E+13,31290184,103292402,1,5,5,8,8,7,6,N,7,7,N,5,6
6.23801E+13,31300158,103280268,1,5,1,N,N,N,6,6,6,N,N,5,7
6.23802E+13,31215961,103001767,1,5,5,7,8,7,7,N,7,6,N,5,9
6.23803E+13,31290696,103241242,1,5,1,N,N,N,6,5,5,N,N,5,7
6.248E+13,31503470,103061080,1,5,1,N,N,N,6,6,5,N,N,5,6
7.041E+13,31423431,100472007,1,5,1,N,N,N,7,6,5,N,N,5,6
7.041E+13,31415186,100463431,1,5,1,N,N,N,8,7,6,7,N,5,6
7.041E+13,31425655,100474377,1,5,1,7,7,7,7,N,7,9,N,5,6
7.041E+13,31425614,100474436,1,5,1,8,7,7,7,N,7,7,N,5,6
7.041E+13,31415228,100463373,1,5,1,N,N,N,7,7,6,N,N,5,6
7.041E+13,32035302,100181973,1,5,1,N,N,N,7,6,6,9,N,5,6
7.041E+13,32030442,100174897,1,5,4,7,6,5,7,N,5,6,N,5,9
7.041E+13,32013548,100170139,1,5,1,N,N,N,8,6,6,9,N,5,6
7.041E+13,31570482,100163560,1,5,1,N,N,N,8,6,6,6,N,5,6
7.041E+13,31533285,100171901,1,5,1,6,6,6,7,N,6,6,N,5,6
7.041E+13,31515954,100173267,1,5,1,6,6,6,6,N,6,6,N,5,6
7.041E+13,31504934,100173151,1,5,4,7,6,5,7,N,5,4,N,5,6
7.041E+13,31490184,100172359,1,5,1,N,N,N,7,6,6,9,N,5,6
7.041E+13,31482950,100172410,1,5,1,N,N,N,8,6,6,9,N,5,6
7.041E+13,31480468,100172449,1,5,1,N,N,N,7,6,6,9,N,5,6
7.041E+13,31464396,100172208,1,5,1,7,7,7,7,N,7,9,N,5,6
7.041E+13,31462361,100171999,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,31461614,100171924,1,5,1,N,N,N,7,6,6,9,N,5,6
7.041E+13,31450391,100171191,1,5,1,N,N,N,7,6,6,9,N,5,6
7.041E+13,31435353,100172287,1,5,1,7,6,6,6,N,6,9,N,5,6
7.041E+13,31424101,100180638,1,5,1,7,7,6,7,N,6,9,N,5,6
7.041E+13,31422287,100181728,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,31455151,100171675,1,5,1,N,N,N,7,6,6,9,N,5,6
7.041E+13,31452451,100171400,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,31414904,100183818,1,5,1,N,N,N,7,6,6,9,N,5,6
7.041E+13,31524009,100170385,1,5,3,7,7,6,8,N,6,7,N,5,6
7.041E+13,31513234,100151456,1,5,1,N,N,N,6,6,6,8,N,5,6
7.041E+13,31512263,100145702,1,5,1,N,N,N,8,6,6,7,N,5,6
7.041E+13,31534957,100451778,1,5,1,6,7,6,7,N,6,9,N,5,6
7.041E+13,31534690,100434017,1,5,1,7,7,7,7,N,6,9,N,5,6
7.041E+13,31542626,100411905,1,5,1,6,6,6,6,N,6,9,N,5,6
7.041E+13,31542317,100405683,1,5,1,7,7,6,7,N,6,9,N,5,6
7.041E+13,31541670,100383912,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,31541516,100372159,1,5,1,7,7,6,6,N,5,9,N,5,6
7.041E+13,31541463,100365588,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,31533560,100351189,1,5,5,8,7,7,5,N,7,9,N,5,9
7.041E+13,31520086,100314017,1,5,5,8,7,7,5,N,7,9,N,5,9
7.041E+13,31530880,100292957,1,5,5,7,7,7,6,N,6,9,N,5,9
7.041E+13,31534513,100285306,1,5,1,7,6,6,6,N,6,9,N,5,8
7.041E+13,31534654,100232260,1,5,1,7,7,6,7,N,6,9,N,5,6
7.041E+13,31533305,100220402,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,31532186,100180782,1,5,3,7,7,6,7,N,6,9,N,5,6
7.041E+13,31542820,100260736,1,5,1,N,N,N,8,7,6,9,N,5,6
7.041E+13,31542789,100254984,1,5,1,N,N,N,6,6,6,9,N,5,6
7.041E+13,31533164,100205766,1,5,1,N,N,N,8,6,6,9,N,5,6
7.041E+13,31533004,100183993,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,31541982,100243315,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,32024404,100144706,1,5,1,N,N,N,7,7,6,7,N,5,6
7.041E+13,32021947,100151782,1,5,4,7,6,6,7,N,6,9,N,5,9
7.041E+13,32005453,100163678,1,5,1,N,N,N,7,6,6,7,N,5,6
7.041E+13,32005026,100163677,1,5,1,N,N,N,6,7,6,N,N,5,6
7.041E+13,32004998,100164091,1,1,5,6,6,6,N,N,6,4,6,5,N
7.041E+13,31434260,100260081,1,5,1,N,N,N,6,6,6,9,N,5,6
7.041E+13,31432106,100260339,1,5,1,N,N,N,8,6,6,9,N,5,6
7.041E+13,31511909,100282442,1,5,1,N,N,N,6,6,6,6,N,5,6
7.041E+13,31480682,100272258,1,5,2,7,7,6,6,N,5,7,N,5,6
7.041E+13,31524153,100284306,1,9,1,6,6,7,6,N,6,7,N,5,6
7.041E+13,31530652,100284936,1,5,4,6,7,6,5,N,5,4,N,5,9
7.041E+13,31474512,100271249,1,5,1,7,7,7,7,N,7,7,N,5,6
7.041E+13,31491310,100272679,1,5,1,7,7,7,7,N,7,7,N,5,6
7.041E+13,31504302,100280098,1,5,1,7,7,7,7,N,7,7,N,5,6
7.041E+13,31522308,100283836,1,5,1,7,7,7,6,N,7,7,N,5,6
7.041E+13,31552554,100301536,1,5,4,7,7,5,5,N,5,9,N,5,6
7.041E+13,31542874,100294486,1,5,8,N,N,N,7,7,6,9,N,5,6
7.041E+13,32041482,100392808,1,5,1,N,N,N,6,6,6,7,N,5,6
7.041E+13,32023638,100350425,1,5,1,N,N,N,7,7,6,9,N,5,6
7.041E+13,32013367,100334549,1,5,3,6,7,6,6,N,6,9,N,5,6
7.041E+13,32004694,100331302,1,5,1,N,N,N,5,6,6,7,N,5,6
7.041E+13,31590407,100323900,1,5,3,7,7,6,7,N,6,9,N,5,6
7.041E+13,32015096,100340898,1,5,1,N,N,N,7,7,6,7,N,5,6
7.041E+13,32023041,100345375,1,5,1,N,N,N,7,7,6,7,N,5,6
7.041E+13,32034200,100372723,1,5,1,N,N,N,7,7,6,7,N,5,6
7.041E+13,32035223,100374838,1,5,1,N,N,N,6,7,6,7,N,5,6
7.04102E+13,31522570,100331442,1,5,1,N,N,N,6,7,6,6,N,5,6
7.04102E+13,31480701,100410644,1,5,1,N,N,N,7,7,6,6,N,5,6
7.04102E+13,31451362,100144120,1,5,1,7,7,7,7,N,7,4,N,5,6
7.04102E+13,32011171,100440898,1,9,1,7,7,6,6,N,6,5,N,5,6
7.04102E+13,32011085,100441148,1,5,4,7,7,7,6,N,7,5,N,5,6
7.04102E+13,31554556,100394091,1,5,1,7,7,6,6,N,6,6,N,5,9
7.04103E+13,31472766,100215991,1,5,1,N,N,N,5,7,6,5,N,5,7
7.04103E+13,31472830,100195312,1,5,1,N,N,N,7,6,6,6,N,5,7
7.04103E+13,31541418,100304678,1,5,1,6,6,5,5,N,5,5,N,5,6
070410AA0113020,31554195,100295851,1,5,1,7,7,7,7,N,6,4,N,5,7
070410AA0113021,31563448,100295745,1,5,1,7,7,8,6,N,6,4,N,5,7
070410AA0114022,31571664,100285629,1,5,1,4,6,6,6,N,6,3,N,5,7
070410AA0116024,31582668,100282820,1,5,1,N,N,N,7,7,7,6,N,5,9
070410AA0120008,31553766,100173678,1,5,1,6,6,6,6,N,6,6,N,5,7
070410AA0120009,31564334,100173775,1,5,1,7,7,5,8,N,5,6,N,2,7
070410AA0120010,31571914,100173706,1,5,1,6,7,7,5,N,6,6,N,5,7
070410AA0123007,31561075,100151947,1,5,3,7,6,6,7,N,4,5,N,2,7
070410AA0131014,32012367,100200386,1,5,1,7,7,7,7,N,6,6,N,5,7
070410AA0132015,32030871,100223967,1,5,1,7,6,1,1,N,0,6,N,5,3
070410AA0133016,32041826,100203561,1,5,5,8,8,8,7,N,8,6,N,5,8
070410AA0149005,31530364,100170168,1,5,1,7,7,8,7,N,7,7,N,5,7
070410AA0163004,31431157,100163938,1,5,1,6,6,8,7,N,6,4,N,5,7
070410AA0164003,31424547,100185935,1,5,1,7,7,7,7,N,6,4,N,5,7
070410AA0165002,31433534,100184802,1,5,3,6,5,5,8,N,4,4,N,2,4
070410AA0180019,31530976,100354763,1,5,5,7,8,8,6,N,8,6,N,5,7
070410C00200006,31531556,100171902,1,5,1,6,6,6,6,N,5,4,N,2,4
7.048E+13,31341397,99551375,1,5,1,N,N,N,7,7,6,9,N,5,6
7.048E+13,31323585,99551481,1,5,1,N,N,N,7,6,6,6,N,5,6
7.048E+13,31305577,99551107,1,5,5,6,6,5,6,N,5,5,N,5,6
7.048E+13,31300985,99551088,1,5,1,7,7,6,7,N,6,6,N,5,6
7.048E+13,31241522,99531673,1,5,1,7,7,6,7,N,6,7,N,5,6
7.048E+13,31224371,99523683,1,5,1,N,N,N,6,6,6,6,N,5,6
7.048E+13,31212600,99520893,1,5,1,N,N,N,7,7,6,6,N,5,6
7.048E+13,31203782,99515320,1,5,1,N,N,N,8,6,6,9,N,5,6
7.048E+13,31163885,99505143,1,5,1,N,N,N,8,7,6,7,N,5,6
7.048E+13,31122911,99504331,1,5,1,6,6,7,8,N,6,5,N,5,6
7.048E+13,31110564,99502882,1,5,5,7,7,8,8,N,7,6,N,5,9
7.048E+13,31110908,99503196,1,5,5,7,7,8,7,N,7,6,N,5,9
7.048E+13,31093469,99493761,1,5,1,N,N,N,7,7,7,N,N,5,6
7.048E+13,31083863,99493216,1,5,1,N,N,N,7,7,7,N,N,5,9
7.048E+13,31121408,99504160,1,5,1,N,N,N,7,7,7,5,N,5,7
7.048E+13,31102459,99500700,1,5,1,N,N,N,8,8,8,N,N,5,7
7.048E+13,31064252,99493227,1,5,1,N,N,N,7,7,7,N,N,5,7
7.048E+13,31185644,100040853,1,5,1,7,7,6,6,N,6,9,N,5,6
7.048E+13,31165186,100015858,1,5,1,7,6,6,8,N,6,9,N,5,6
7.048E+13,31142018,100001183,1,5,1,N,N,N,7,6,6,N,N,5,6
7.048E+13,31130270,99572489,1,5,1,N,N,N,7,7,6,N,N,5,6
7.048E+13,31130185,99560192,1,5,1,N,N,N,7,7,6,N,N,5,6
7.048E+13,31165148,100015917,1,5,5,7,7,7,8,N,7,6,N,5,9
7.048E+13,31185662,100040829,1,5,5,7,7,7,7,N,7,6,N,5,6
7.048E+13,31125883,99573050,1,5,1,N,N,N,7,7,7,N,N,5,9
7.048E+13,31125929,99515346,1,5,1,N,N,N,7,7,5,N,N,5,6
7.048E+13,31125956,99521915,1,5,1,N,N,N,7,7,5,N,N,5,6
7.048E+13,31125886,99511223,1,5,1,N,N,N,7,7,5,9,N,5,6
7.048E+13,31125907,99511127,1,5,1,N,N,N,7,7,7,9,N,5,9
7.048E+13,31130389,99481839,1,5,1,N,N,N,6,6,6,9,N,5,6
7.048E+13,31132795,99471407,1,5,1,N,N,N,6,6,6,N,N,5,6
7.048E+13,31141049,99444254,1,5,1,N,N,N,6,7,6,6,N,5,6
7.048E+13,31140942,99440497,1,5,1,N,N,N,7,6,6,6,N,5,6
7.048E+13,31140176,99415086,1,5,1,N,N,N,7,7,6,N,N,5,6
7.048E+13,31135432,99402030,1,5,1,N,N,N,7,6,6,7,N,5,6
7.048E+13,31134661,99384178,1,5,1,N,N,N,7,6,6,9,N,5,6
7.04801E+13,31293629,99573173,1,5,5,7,8,8,8,N,8,6,N,5,9
7.04801E+13,31311202,100053717,1,5,2,7,6,5,6,N,5,5,N,5,6
7.04801E+13,31233120,100052344,1,5,1,N,N,N,6,6,6,7,N,5,6
7.04801E+13,31235595,100045835,1,5,1,N,N,N,5,7,6,6,N,5,6
7.04801E+13,31233004,100011162,1,5,1,7,6,6,7,N,6,5,N,5,6
7.04801E+13,31232846,100010800,1,9,1,N,N,N,7,7,6,7,N,5,6
7.04801E+13,31232507,100010019,1,9,1,N,N,N,7,7,6,6,N,5,6
7.04801E+13,31232094,99585668,1,5,1,6,6,7,7,N,6,5,N,5,6
7.04801E+13,31232100,100000265,1,5,1,N,N,N,7,6,6,N,N,5,6
7.04801E+13,31233538,99423295,1,5,1,N,N,N,6,6,6,N,N,5,6
7.04801E+13,31242897,99444087,1,5,1,N,N,N,8,6,6,9,N,5,6
7.04801E+13,31242092,99442843,1,5,1,N,N,N,8,6,6,9,N,5,6
7.04801E+13,31234670,99431240,1,5,1,N,N,N,7,7,6,9,N,5,6
7.04801E+13,31233530,99420990,1,5,1,N,N,N,8,7,6,9,N,5,6
7.04801E+13,31231303,99532887,1,5,1,N,N,N,7,7,6,9,N,5,6
7.04801E+13,31231206,99530367,1,5,1,N,N,N,8,7,6,9,N,5,6
7.04801E+13,31233477,99392251,1,5,1,N,N,N,7,7,6,9,N,5,6
7.04801E+13,31233457,99382184,1,5,1,N,N,N,7,7,6,9,N,5,6
7.04802E+13,31335719,100004518,1,5,1,8,7,7,6,N,6,4,N,5,6
7.04802E+13,31335283,99565968,1,5,1,N,N,N,7,7,6,N,N,5,6
7.04802E+13,31332619,99523625,1,5,1,N,N,N,6,7,6,5,N,5,3
7.04802E+13,31303972,99450492,1,5,5,7,6,6,8,N,6,9,N,5,9
7.04802E+13,31295336,99394154,1,5,5,7,7,7,8,N,7,9,N,5,9
7.04802E+13,31252267,99451969,1,5,1,N,N,N,7,7,6,7,N,5,6
7.04802E+13,31293182,99441848,1,5,1,N,N,N,8,7,6,7,N,5,6
7.04802E+13,31230563,99452164,1,5,1,N,N,N,7,7,6,6,N,5,6
7.04802E+13,31233320,99452131,1,5,1,N,N,N,8,7,6,6,N,5,6
7.04802E+13,31242353,99452056,1,5,1,N,N,N,8,6,6,6,N,5,6
7.04802E+13,31163759,99552408,1,5,1,N,N,N,7,7,6,N,N,5,7
7.04802E+13,31151062,99521870,1,5,1,N,N,N,8,7,6,N,N,5,7
7.04802E+13,31143862,99514674,1,5,1,N,N,N,7,7,6,7,N,5,7
7.04802E+13,31220980,100000593,1,5,1,N,N,N,6,7,6,N,N,5,6
7.04802E+13,31185383,99592250,1,5,1,7,6,7,7,N,6,5,N,5,7
7.04802E+13,31185384,99590274,1,5,1,N,N,N,7,7,6,N,N,5,7
070480AA0120005,31271085,99513328,1,5,1,5,5,5,6,N,5,4,N,2,7
070480AA0139002,31131086,99395012,1,5,2,6,6,5,5,N,5,6,N,2,4
070480AA0139004,31130635,99472429,1,5,1,N,N,N,5,6,6,5,N,5,4
070480AA0148003,31134660,99431631,1,5,1,N,N,N,5,6,6,5,N,5,7
070480AA0238002,31120660,99484477,1,5,2,7,7,7,7,N,7,5,N,5,7
7.053E+13,31044539,102213665,1,5,5,7,7,7,7,N,7,9,N,5,9
7.053E+13,30393448,101461511,1,5,3,5,5,5,6,N,5,4,N,5,6
7.053E+13,30393361,101433340,1,5,1,N,N,N,6,6,6,7,N,5,6
7.053E+13,30394258,101423048,1,5,5,8,8,7,6,N,7,6,N,5,9
7.053E+13,30392942,101411801,1,5,1,N,N,N,5,6,6,N,N,5,6
7.053E+13,30414058,101272775,1,1,5,8,6,7,N,N,6,7,5,5,N
7.053E+13,30413282,101264247,1,5,5,7,6,7,7,N,6,7,N,5,9
7.053E+13,30413216,101264258,1,5,5,6,6,7,6,N,6,7,N,5,9
7.053E+13,30412273,101250982,1,5,1,N,N,N,8,7,5,N,N,5,9
7.053E+13,30412267,101245606,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30412253,101241307,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30412243,101240632,1,1,5,7,6,7,N,N,6,7,5,5,N
7.053E+13,30411904,101240859,1,5,1,N,N,N,7,7,6,N,N,5,9
7.053E+13,30412221,101233581,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30410870,101221657,1,5,1,N,N,N,8,7,5,N,N,5,9
7.053E+13,30405369,101211706,1,5,1,N,N,N,8,6,5,N,N,5,9
7.053E+13,30430466,101314536,1,5,1,N,N,N,6,7,5,N,N,5,9
7.053E+13,30425600,101313730,1,5,1,N,N,N,6,7,5,N,N,5,9
7.053E+13,30424497,101312698,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30420385,101293897,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30420007,101291750,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30433170,101320549,1,5,1,N,N,N,7,7,5,8,N,5,9
7.053E+13,30424661,101312550,1,5,1,N,N,N,6,7,5,N,N,5,9
7.053E+13,30434092,101331914,1,1,5,7,6,7,N,N,6,7,3,5,N
7.053E+13,30420646,101132664,1,5,1,8,7,6,6,N,6,7,N,5,9
7.053E+13,30421166,101130962,1,5,1,N,N,N,7,6,6,7,N,5,7
7.053E+13,30410030,101180657,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30413338,101162836,1,1,5,7,7,7,N,N,7,7,5,5,N
7.053E+13,30415719,101135506,1,1,5,7,7,7,N,N,7,8,9,5,N
7.053E+13,30415499,101135635,1,1,5,7,6,7,N,N,6,8,9,5,N
7.053E+13,30420554,101132625,1,5,5,8,7,7,7,N,7,8,N,5,9
7.053E+13,30420492,101132601,1,5,5,8,7,6,7,N,6,8,N,5,9
7.053E+13,30421073,101130924,1,5,1,7,7,7,7,N,7,7,N,5,9
7.053E+13,30421011,101130899,1,5,1,7,6,7,6,N,6,8,N,5,9
7.053E+13,30422011,101123017,1,5,5,8,8,7,7,N,7,4,N,5,9
7.053E+13,30421945,101123008,1,5,5,8,8,7,7,N,7,8,N,5,9
7.053E+13,30405048,101205451,1,5,5,7,7,7,7,N,7,7,N,5,9
7.053E+13,30404984,101205463,1,5,5,6,7,7,6,N,7,7,N,5,9
7.053E+13,30404497,101202492,1,5,1,N,N,N,7,7,5,N,N,5,9
7.053E+13,30421804,101123176,1,5,5,7,9,9,7,N,9,7,N,5,8
7.053E+13,30430454,101483400,1,5,5,7,6,6,7,N,6,6,N,5,9
7.053E+13,30430387,101483414,1,5,5,7,7,6,7,N,6,6,N,5,9
7.053E+13,30425468,101480166,1,1,5,7,7,7,N,N,7,7,7,5,N
7.053E+13,30425577,101465955,1,6,5,7,6,7,6,N,6,5,9,5,9
7.053E+13,30425513,101465932,1,6,5,7,7,6,7,N,6,5,9,5,9
7.053E+13,30442957,101425774,1,1,5,7,7,6,N,N,6,6,7,5,N
7.053E+13,30442904,101425728,1,1,5,7,7,7,N,N,7,6,6,5,N
